Name,Index,Offset,IoType,Unit,Item,Action,Device,DataType,ContactPoint,IsSubscription,Default,Min,Max,Timeout,AlarmCode,ExeCmd,ActuatorId,Options,SimCmd,Desc
yInRobotOffsetdataBPP_B,0,0,1,InRobot,Offsetdata,BPP_B,InRobot,2,0,0,0,0,1,0,0,5/0/0/0/0/0/0/0,0,,,126/9999/NACHI_IN_ROBOT/BPp/5/0/0/0/0/0/0/0
yInRobotOffsetdataBPN_C,0,0,1,InRobot,Offsetdata,BPN_C,InRobot,2,0,0,0,0,1,0,0,0/0/0/0/0/0/0/0,0,,,131/9998/NACHI_IN_ROBOT/BPN/0/0/0/0/0/0/0/0
yInRobotOffsetdataBPN_D,0,0,1,InRobot,Offsetdata,BPN_D,InRobot,2,0,0,0,0,1,0,0,1/0/0/0/0/0/0/0,0,,,132/9998/NACHI_IN_ROBOT/BPn/1/0/0/0/0/0/0/0
yInRobotOffsetdataBPO_C,0,0,1,InRobot,Offsetdata,BPO_C,InRobot,2,0,0,0,0,1,0,0,2/0/0/0/0/0/0/0,0,,,133/9998/NACHI_IN_ROBOT/BPO/2/0/0/0/0/0/0/0
yInRobotOffsetdataBPO_D,0,0,1,InRobot,Offsetdata,BPO_D,InRobot,2,0,0,0,0,1,0,0,3/0/0/0/0/0/0/0,0,,,134/9998/NACHI_IN_ROBOT/BPo/3/0/0/0/0/0/0/0
yInRobotOffsetdataBPP_C,0,0,1,InRobot,Offsetdata,BPP_C,InRobot,2,0,0,0,0,1,0,0,4/0/0/0/0/0/0/0,0,,,135/9998/NACHI_IN_ROBOT/BPP/4/0/0/0/0/0/0/0
yInRobotOffsetdataBPP_D,0,0,1,InRobot,Offsetdata,BPP_D,InRobot,2,0,0,0,0,1,0,0,5/0/0/0/0/0/0/0,0,,,136/9998/NACHI_IN_ROBOT/BPp/5/0/0/0/0/0/0/0
yInRobotOffsetdataBPN_E,0,0,1,InRobot,Offsetdata,BPN_E,InRobot,2,0,0,0,0,1,0,0,0/0/0/0/0/0/0/0,0,,,141/9997/NACHI_IN_ROBOT/BPN/0/0/0/0/0/0/0/0
yInRobotOffsetdataBPN_F,0,0,1,InRobot,Offsetdata,BPN_F,InRobot,2,0,0,0,0,1,0,0,1/0/0/0/0/0/0/0,0,,,142/9997/NACHI_IN_ROBOT/BPn/1/0/0/0/0/0/0/0
yInRobotOffsetdataBPO_E,0,0,1,InRobot,Offsetdata,BPO_E,InRobot,2,0,0,0,0,1,0,0,2/0/0/0/0/0/0/0,0,,,143/9997/NACHI_IN_ROBOT/BPO/2/0/0/0/0/0/0/0
yInRobotOffsetdataBPO_F,0,0,1,InRobot,Offsetdata,BPO_F,InRobot,2,0,0,0,0,1,0,0,3/0/0/0/0/0/0/0,0,,,144/9997/NACHI_IN_ROBOT/BPo/3/0/0/0/0/0/0/0
yInRobotOffsetdataBPP_E,0,0,1,InRobot,Offsetdata,BPP_E,InRobot,2,0,0,0,0,1,0,0,4/0/0/0/0/0/0/0,0,,,145/9997/NACHI_IN_ROBOT/BPP/4/0/0/0/0/0/0/0
yInRobotOffsetdataBPP_F,0,0,1,InRobot,Offsetdata,BPP_F,InRobot,2,0,0,0,0,1,0,0,5/0/0/0/0/0/0/0,0,,,146/9997/NACHI_IN_ROBOT/BPp/5/0/0/0/0/0/0/0
xInRobotTEACH_MODE,0,0,0,InRobot,,TEACH_MODE,InRobot,0,0,0,0,0,1,0,0,0x00,0,,,
xInRobotPLAY_BACK_MODE,0,0,0,InRobot,,PLAY_BACK_MODE,InRobot,0,0,0,0,0,1,0,0,0x01,0,,,
xInRobotRUNNING_U1,0,0,0,InRobot,,RUNNING_U1,InRobot,0,0,0,0,0,1,0,0,0x02,0,,,
xInRobotUNDER_STOPPING,0,0,0,InRobot,,UNDER_STOPPING,InRobot,0,0,0,0,0,1,0,0,0x03,0,,,
xInRobotINTERLOCK_ALARM,0,0,0,InRobot,,INTERLOCK_ALARM,InRobot,0,0,0,0,0,1,0,0,0x04,0,,,
xInRobotMOTOR_ENERGIZED,0,0,0,InRobot,,MOTOR_ENERGIZED,InRobot,0,0,0,0,0,1,0,0,0x05,0,,,
xInRobotPROGRAM_ENDED_U1,0,0,0,InRobot,,PROGRAM_ENDED_U1,InRobot,0,0,0,0,0,1,0,0,0x06,0,,,
xInRobotFAILURE,0,0,0,InRobot,,FAILURE,InRobot,0,0,0,0,0,1,0,0,0x07,0,,,
xInRobotBATTERY_WARNING_M1,0,0,0,InRobot,,BATTERY_WARNING_M1,InRobot,0,0,0,0,0,1,0,0,0x08,0,,,
xInRobotHOME_POSITION_U1_1,0,0,0,InRobot,,HOME_POSITION_U1_1,InRobot,0,0,0,0,0,1,0,0,0x09,0,,,
xInRobotHOME_POSITION_U1_2,0,0,0,InRobot,,HOME_POSITION_U1_2,InRobot,0,0,0,0,0,1,0,0,0x0A,0,,,
xInRobotPROGRAM_SELECTED,0,0,0,InRobot,,PROGRAM_SELECTED,InRobot,0,0,0,0,0,1,0,0,0x0B,0,,,
xInRobotEXTERNAL_REST_ACK_NO,0,0,0,InRobot,,EXTERNAL_REST_ACK_NO,InRobot,0,0,0,0,0,1,0,0,0x0C,0,,,
xInRobotSTATE_OUTPUT_1,0,0,0,InRobot,,STATE_OUTPUT_1,InRobot,0,0,0,0,0,1,0,0,0x0D,0,,,
xInRobotEMERGENCY_STOP,0,0,0,InRobot,,EMERGENCY_STOP,InRobot,0,0,0,0,0,1,0,0,0x0E,0,,,
xInRobotUNIT_READY,0,0,0,InRobot,,UNIT_READY,InRobot,0,0,0,0,0,1,0,0,0x0F,0,,,
xInRobotBUSY_SIGNALS,0,0,0,InRobot,,BUSY_SIGNALS,InRobot,0,0,0,0,0,1,0,0,0x10,0,,,
xInRobotSPARE_X018,0,0,0,InRobot,,SPARE_X018,InRobot,0,0,0,0,0,1,0,0,0x11,0,,,
xInRobotSPARE_X019,0,0,0,InRobot,,SPARE_X019,InRobot,0,0,0,0,0,1,0,0,0x12,0,,,
xInRobotSPARE_X020,0,0,0,InRobot,,SPARE_X020,InRobot,0,0,0,0,0,1,0,0,0x13,0,,,
xInRobotSPARE_X021,0,0,0,InRobot,,SPARE_X021,InRobot,0,0,0,0,0,1,0,0,0x14,0,,,
xInRobotSPARE_X022,0,0,0,InRobot,,SPARE_X022,InRobot,0,0,0,0,0,1,0,0,0x15,0,,,
xInRobotPENDANT_EMS,0,0,0,InRobot,,PENDANT_EMS,InRobot,0,0,0,0,0,1,0,0,0x16,0,,,
xInRobotCONTROLLER_EMS,0,0,0,InRobot,,CONTROLLER_EMS,InRobot,0,0,0,0,0,1,0,0,0x17,0,,,
xInRobotSPARE_X025,0,0,0,InRobot,,SPARE_X025,InRobot,0,0,0,0,0,1,0,0,0x18,0,,,
xInRobotSPARE_X026,0,0,0,InRobot,,SPARE_X026,InRobot,0,0,0,0,0,1,0,0,0x19,0,,,
xInRobotSPARE_X027,0,0,0,InRobot,,SPARE_X027,InRobot,0,0,0,0,0,1,0,0,0x1A,0,,,
xInRobotSPARE_X028,0,0,0,InRobot,,SPARE_X028,InRobot,0,0,0,0,0,1,0,0,0x1B,0,,,
xInRobotMANUAL_MODE,0,0,0,InRobot,,MANUAL_MODE,InRobot,0,0,0,0,0,1,0,0,0x1C,0,,,
xInRobotMANUAL_MOVE_COMPLETE,0,0,0,InRobot,,MANUAL_MOVE_COMPLETE,InRobot,0,0,0,0,0,1,0,0,0x1D,0,,,
xInRobotMANUAL_MOVE_STAND_BY,0,0,0,InRobot,,MANUAL_MOVE_STAND_BY,InRobot,0,0,0,0,0,1,0,0,0x1E,0,,,
xInRobotSPARE_X32,0,0,0,InRobot,,SPARE_X32,InRobot,0,0,0,0,0,1,0,0,0x1F,0,,,
xInRobotTOOL_1_VACUUM_ON_DI,0,0,0,InRobot,,TOOL_1_VACUUM_ON_DI,InRobot,0,0,0,0,0,1,0,0,0x20,0,,,
xInRobotTOOL_1_VACUUM_OFF_DI,0,0,0,InRobot,,TOOL_1_VACUUM_OFF_DI,InRobot,0,0,0,0,0,1,0,0,0x21,0,,,
xInRobotTOOL_1_CYLINDER_UP_DI,0,0,0,InRobot,,TOOL_1_CYLINDER_UP_DI,InRobot,0,0,0,0,0,1,0,0,0x22,0,,,
xInRobotTOOL_1_CYLINDER_DOWN_DI,0,0,0,InRobot,,TOOL_1_CYLINDER_DOWN_DI,InRobot,0,0,0,0,0,1,0,0,0x23,0,,,
xInRobotTOOL_2_VACUUM_ON_DI,0,0,0,InRobot,,TOOL_2_VACUUM_ON_DI,InRobot,0,0,0,0,0,1,0,0,0x24,0,,,
xInRobotTOOL_2_VACUUM_OFF_DI,0,0,0,InRobot,,TOOL_2_VACUUM_OFF_DI,InRobot,0,0,0,0,0,1,0,0,0x25,0,,,
xInRobotTOOL_2_CYLINDER_UP_DI,0,0,0,InRobot,,TOOL_2_CYLINDER_UP_DI,InRobot,0,0,0,0,0,1,0,0,0x26,0,,,
xInRobotTOOL_2_CYLINDER_DOWN_DI,0,0,0,InRobot,,TOOL_2_CYLINDER_DOWN_DI,InRobot,0,0,0,0,0,1,0,0,0x27,0,,,
xInRobotGET_SELECT_ACK,0,0,0,InRobot,,GET_SELECT_ACK,InRobot,0,0,0,0,0,1,0,0,0x28,0,,,
xInRobotPUT_SELECT_ACK,0,0,0,InRobot,,PUT_SELECT_ACK,InRobot,0,0,0,0,0,1,0,0,0x29,0,,,
xInRobotTOOL1_SELECT_ACK,0,0,0,InRobot,,TOOL1_SELECT_ACK,InRobot,0,0,0,0,0,1,0,0,0x2A,0,,,
xInRobotTOOL2_SELECT_ACK,0,0,0,InRobot,,TOOL2_SELECT_ACK,InRobot,0,0,0,0,0,1,0,0,0x2B,0,,,
xInRobotTOOL12_SELECT_ACK,0,0,0,InRobot,,TOOL12_SELECT_ACK,InRobot,0,0,0,0,0,1,0,0,0x2C,0,,,
xInRobotSTAGE1_SELECT_ACK,0,0,0,InRobot,,STAGE1_SELECT_ACK,InRobot,0,0,0,0,0,1,0,0,0x2D,0,,,
xInRobotSTAGE2_SELECT_ACK,0,0,0,InRobot,,STAGE2_SELECT_ACK,InRobot,0,0,0,0,0,1,0,0,0x2E,0,,,
xInRobotSTAGE3_SELECT_ACK,0,0,0,InRobot,,STAGE3_SELECT_ACK,InRobot,0,0,0,0,0,1,0,0,0x2F,0,,,
xInRobotSTAGE4_SELECT_ACK,0,0,0,InRobot,,STAGE4_SELECT_ACK,InRobot,0,0,0,0,0,1,0,0,0x30,0,,,
xInRobotT1_MCR_REQ,0,0,0,InRobot,,T1_MCR_REQ,InRobot,0,0,0,0,0,1,0,0,0x31,0,,,
xInRobotT2_MCR_REQ,0,0,0,InRobot,,T2_MCR_REQ,InRobot,0,0,0,0,0,1,0,0,0x32,0,,,
xInRobotSTG1_VAC_ON_REQ,0,0,0,InRobot,,STG1_VAC_ON_REQ,InRobot,0,0,0,0,0,1,0,0,0x33,0,,,
xInRobotSTG1_VAC_OFF_REQ,0,0,0,InRobot,,STG1_VAC_OFF_REQ,InRobot,0,0,0,0,0,1,0,0,0x34,0,,,
xInRobotSTG2_VAC_ON_REQ,0,0,0,InRobot,,STG2_VAC_ON_REQ,InRobot,0,0,0,0,0,1,0,0,0x35,0,,,
xInRobotSTG2_VAC_OFF_REQ,0,0,0,InRobot,,STG2_VAC_OFF_REQ,InRobot,0,0,0,0,0,1,0,0,0x36,0,,,
xInRobotSTG3_VAC_ON_REQ,0,0,0,InRobot,,STG3_VAC_ON_REQ,InRobot,0,0,0,0,0,1,0,0,0x37,0,,,
xInRobotSTG3_VAC_OFF_REQ,0,0,0,InRobot,,STG3_VAC_OFF_REQ,InRobot,0,0,0,0,0,1,0,0,0x38,0,,,
xInRobotSTG4_VAC_ON_REQ,0,0,0,InRobot,,STG4_VAC_ON_REQ,InRobot,0,0,0,0,0,1,0,0,0x39,0,,,
xInRobotSTG4_VAC_OFF_REQ,0,0,0,InRobot,,STG4_VAC_OFF_REQ,InRobot,0,0,0,0,0,1,0,0,0x3A,0,,,
xInRobotSPARE_STG1_VAC_ON_REQ,0,0,0,InRobot,,SPARE_STG1_VAC_ON_REQ,InRobot,0,0,0,0,0,1,0,0,0x3B,0,,,
xInRobotSPARE_STG1_VAC_OFF_REQ,0,0,0,InRobot,,SPARE_STG1_VAC_OFF_REQ,InRobot,0,0,0,0,0,1,0,0,0x3C,0,,,
xInRobotSPARE_STG2_VAC_ON_REQ,0,0,0,InRobot,,SPARE_STG2_VAC_ON_REQ,InRobot,0,0,0,0,0,1,0,0,0x3D,0,,,
xInRobotSPARE_STG2_VAC_OFF_REQ,0,0,0,InRobot,,SPARE_STG2_VAC_OFF_REQ,InRobot,0,0,0,0,0,1,0,0,0x3E,0,,,
xInRobotSPARE_X64,0,0,0,InRobot,,SPARE_X64,InRobot,0,0,0,0,0,1,0,0,0x3F,0,,,
xInRobotSPARE_X65,0,0,0,InRobot,,SPARE_X65,InRobot,0,0,0,0,0,1,0,0,0x40,0,,,
xInRobotP1_INTERLOCK,0,0,0,InRobot,,P1_INTERLOCK,InRobot,0,0,0,0,0,1,0,0,0x41,0,,,
xInRobotSPARE_X67,0,0,0,InRobot,,SPARE_X67,InRobot,0,0,0,0,0,1,0,0,0x42,0,,,
xInRobotSPARE_X68,0,0,0,InRobot,,SPARE_X68,InRobot,0,0,0,0,0,1,0,0,0x43,0,,,
xInRobotSPARE_X69,0,0,0,InRobot,,SPARE_X69,InRobot,0,0,0,0,0,1,0,0,0x44,0,,,
xInRobotP1_COMPLETE,0,0,0,InRobot,,P1_COMPLETE,InRobot,0,0,0,0,0,1,0,0,0x45,0,,,
xInRobotP2_INTERLOCK,0,0,0,InRobot,,P2_INTERLOCK,InRobot,0,0,0,0,0,1,0,0,0x46,0,,,
xInRobotSPARE_X72,0,0,0,InRobot,,SPARE_X72,InRobot,0,0,0,0,0,1,0,0,0x47,0,,,
xInRobotSPARE_X73,0,0,0,InRobot,,SPARE_X73,InRobot,0,0,0,0,0,1,0,0,0x48,0,,,
xInRobotSPARE_X74,0,0,0,InRobot,,SPARE_X74,InRobot,0,0,0,0,0,1,0,0,0x49,0,,,
xInRobotP2_COMPLETE,0,0,0,InRobot,,P2_COMPLETE,InRobot,0,0,0,0,0,1,0,0,0x4A,0,,,
xInRobotP3_INTERLOCK,0,0,0,InRobot,,P3_INTERLOCK,InRobot,0,0,0,0,0,1,0,0,0x4B,0,,,
xInRobotSPARE_X77,0,0,0,InRobot,,SPARE_X77,InRobot,0,0,0,0,0,1,0,0,0x4C,0,,,
xInRobotSPARE_X78,0,0,0,InRobot,,SPARE_X78,InRobot,0,0,0,0,0,1,0,0,0x4D,0,,,
xInRobotSPARE_X79,0,0,0,InRobot,,SPARE_X79,InRobot,0,0,0,0,0,1,0,0,0x4E,0,,,
xInRobotP3_COMPLETE,0,0,0,InRobot,,P3_COMPLETE,InRobot,0,0,0,0,0,1,0,0,0x4F,0,,,
xInRobotP4_INTERLOCK,0,0,0,InRobot,,P4_INTERLOCK,InRobot,0,0,0,0,0,1,0,0,0x50,0,,,
xInRobotSPARE_X82,0,0,0,InRobot,,SPARE_X82,InRobot,0,0,0,0,0,1,0,0,0x51,0,,,
xInRobotSPARE_X83,0,0,0,InRobot,,SPARE_X83,InRobot,0,0,0,0,0,1,0,0,0x52,0,,,
xInRobotSPARE_X84,0,0,0,InRobot,,SPARE_X84,InRobot,0,0,0,0,0,1,0,0,0x53,0,,,
xInRobotP4_COMPLETE,0,0,0,InRobot,,P4_COMPLETE,InRobot,0,0,0,0,0,1,0,0,0x54,0,,,
xInRobotP5_INTERLOCK,0,0,0,InRobot,,P5_INTERLOCK,InRobot,0,0,0,0,0,1,0,0,0x55,0,,,
xInRobotSPARE_X87,0,0,0,InRobot,,SPARE_X87,InRobot,0,0,0,0,0,1,0,0,0x56,0,,,
xInRobotSPARE_X88,0,0,0,InRobot,,SPARE_X88,InRobot,0,0,0,0,0,1,0,0,0x57,0,,,
xInRobotSPARE_X89,0,0,0,InRobot,,SPARE_X89,InRobot,0,0,0,0,0,1,0,0,0x58,0,,,
xInRobotP5_COMPLETE,0,0,0,InRobot,,P5_COMPLETE,InRobot,0,0,0,0,0,1,0,0,0x59,0,,,
xInRobotP6_INTERLOCK,0,0,0,InRobot,,P6_INTERLOCK,InRobot,0,0,0,0,0,1,0,0,0x5A,0,,,
xInRobotSPARE_X92,0,0,0,InRobot,,SPARE_X92,InRobot,0,0,0,0,0,1,0,0,0x5B,0,,,
xInRobotSPARE_X93,0,0,0,InRobot,,SPARE_X93,InRobot,0,0,0,0,0,1,0,0,0x5C,0,,,
xInRobotSPARE_X94,0,0,0,InRobot,,SPARE_X94,InRobot,0,0,0,0,0,1,0,0,0x5D,0,,,
xInRobotP6_COMPLETE,0,0,0,InRobot,,P6_COMPLETE,InRobot,0,0,0,0,0,1,0,0,0x5E,0,,,
xInRobotP7_INTERLOCK,0,0,0,InRobot,,P7_INTERLOCK,InRobot,0,0,0,0,0,1,0,0,0x5F,0,,,
xInRobotSPARE_X97,0,0,0,InRobot,,SPARE_X97,InRobot,0,0,0,0,0,1,0,0,0x60,0,,,
xInRobotSPARE_X98,0,0,0,InRobot,,SPARE_X98,InRobot,0,0,0,0,0,1,0,0,0x61,0,,,
xInRobotSPARE_X99,0,0,0,InRobot,,SPARE_X99,InRobot,0,0,0,0,0,1,0,0,0x62,0,,,
xInRobotP7_COMPLETE,0,0,0,InRobot,,P7_COMPLETE,InRobot,0,0,0,0,0,1,0,0,0x63,0,,,
xInRobotAUTO_CALIBRATION_START_ACK,0,0,0,InRobot,,AUTO_CALIBRATION_START_ACK,InRobot,0,0,0,0,0,1,0,0,0x64,0,,,
xInRobotAUTO_CALIBRATION_MOVE_ACK,0,0,0,InRobot,,AUTO_CALIBRATION_MOVE_ACK,InRobot,0,0,0,0,0,1,0,0,0x65,0,,,
xInRobotSPARE_X103,0,0,0,InRobot,,SPARE_X103,InRobot,0,0,0,0,0,1,0,0,0x66,0,,,
xInRobotSPARE_X104,0,0,0,InRobot,,SPARE_X104,InRobot,0,0,0,0,0,1,0,0,0x67,0,,,
xInRobotSPARE_X105,0,0,0,InRobot,,SPARE_X105,InRobot,0,0,0,0,0,1,0,0,0x68,0,,,
xInRobotSPARE_X106,0,0,0,InRobot,,SPARE_X106,InRobot,0,0,0,0,0,1,0,0,0x69,0,,,
xInRobotSPARE_X107,0,0,0,InRobot,,SPARE_X107,InRobot,0,0,0,0,0,1,0,0,0x6A,0,,,
xInRobotSPARE_X108,0,0,0,InRobot,,SPARE_X108,InRobot,0,0,0,0,0,1,0,0,0x6B,0,,,
xInRobotSPARE_X109,0,0,0,InRobot,,SPARE_X109,InRobot,0,0,0,0,0,1,0,0,0x6C,0,,,
xInRobotSPARE_X110,0,0,0,InRobot,,SPARE_X110,InRobot,0,0,0,0,0,1,0,0,0x6D,0,,,
xInRobotSPARE_X111,0,0,0,InRobot,,SPARE_X111,InRobot,0,0,0,0,0,1,0,0,0x6E,0,,,
xInRobotSPARE_X112,0,0,0,InRobot,,SPARE_X112,InRobot,0,0,0,0,0,1,0,0,0x6F,0,,,
xInRobotSPARE_X113,0,0,0,InRobot,,SPARE_X113,InRobot,0,0,0,0,0,1,0,0,0x70,0,,,
xInRobotSPARE_X114,0,0,0,InRobot,,SPARE_X114,InRobot,0,0,0,0,0,1,0,0,0x71,0,,,
xInRobotSPARE_X115,0,0,0,InRobot,,SPARE_X115,InRobot,0,0,0,0,0,1,0,0,0x72,0,,,
xInRobotSPARE_X116,0,0,0,InRobot,,SPARE_X116,InRobot,0,0,0,0,0,1,0,0,0x73,0,,,
xInRobotSPARE_X117,0,0,0,InRobot,,SPARE_X117,InRobot,0,0,0,0,0,1,0,0,0x74,0,,,
xInRobotSPARE_X118,0,0,0,InRobot,,SPARE_X118,InRobot,0,0,0,0,0,1,0,0,0x75,0,,,
xInRobotSPARE_X119,0,0,0,InRobot,,SPARE_X119,InRobot,0,0,0,0,0,1,0,0,0x76,0,,,
xInRobotSPARE_X120,0,0,0,InRobot,,SPARE_X120,InRobot,0,0,0,0,0,1,0,0,0x77,0,,,
xInRobotSPARE_X121,0,0,0,InRobot,,SPARE_X121,InRobot,0,0,0,0,0,1,0,0,0x78,0,,,
xInRobotSPARE_X122,0,0,0,InRobot,,SPARE_X122,InRobot,0,0,0,0,0,1,0,0,0x79,0,,,
xInRobotSPARE_X123,0,0,0,InRobot,,SPARE_X123,InRobot,0,0,0,0,0,1,0,0,0x7A,0,,,
xInRobotSPARE_X124,0,0,0,InRobot,,SPARE_X124,InRobot,0,0,0,0,0,1,0,0,0x7B,0,,,
xInRobotSPARE_X125,0,0,0,InRobot,,SPARE_X125,InRobot,0,0,0,0,0,1,0,0,0x7C,0,,,
xInRobotSPARE_X126,0,0,0,InRobot,,SPARE_X126,InRobot,0,0,0,0,0,1,0,0,0x7D,0,,,
xInRobotSPARE_X127,0,0,0,InRobot,,SPARE_X127,InRobot,0,0,0,0,0,1,0,0,0x7E,0,,,
xInRobotSPARE_X128,0,0,0,InRobot,,SPARE_X128,InRobot,0,0,0,0,0,1,0,0,0x7F,0,,,
yInRobotEXTERNAL_PLAY_START_U1,0,0,1,InRobot,,EXTERNAL_PLAY_START_U1,InRobot,0,0,0,0,0,1,0,0,0x00 ,0,,,
yInRobotPLAY_STOP_U1,0,0,1,InRobot,,PLAY_STOP_U1,InRobot,0,0,0,0,0,1,0,0,0x01 ,0,,,
yInRobotFAILURE_RESET,0,0,1,InRobot,,FAILURE_RESET,InRobot,0,0,0,0,0,1,0,0,0x02 ,1,,,
yInRobotMOTOR_ON_EXTERNAL,0,0,1,InRobot,,MOTOR_ON_EXTERNAL,InRobot,0,0,0,0,0,1,0,0,0x03 ,0,,,
yInRobotMOTOR_OFF_EXTERNAL,0,0,1,InRobot,,MOTOR_OFF_EXTERNAL,InRobot,0,0,0,0,0,1,0,0,0x04 ,0,,,
yInRobotREDUCE_SPEED,0,0,1,InRobot,,REDUCE_SPEED,InRobot,0,0,0,0,0,1,0,0,0x05 ,0,,,
yInRobotPAUSE,0,0,1,InRobot,,PAUSE,InRobot,0,0,0,0,0,1,0,0,0x06 ,0,,,
yInRobotEXTERNAL_RESET,0,0,1,InRobot,,EXTERNAL_RESET,InRobot,0,0,0,0,0,1,0,0,0x07 ,0,,,
yInRobotORIGIN_RETURN,0,0,1,InRobot,,ORIGIN_RETURN,InRobot,0,0,0,0,0,1,0,0,0x08 ,0,,,
yInRobotCYCLE_STOP,0,0,1,InRobot,,CYCLE_STOP,InRobot,0,0,0,0,0,1,0,0,0x09 ,0,,,
yInRobotRECIPE_OK,0,0,1,InRobot,,RECIPE_OK,InRobot,0,0,0,0,0,1,0,0,0x0A ,0,,,
yInRobotPROGRAM_SELECT_BIT_U1_1,0,0,1,InRobot,,PROGRAM_SELECT_BIT_U1_1,InRobot,0,0,0,0,0,1,0,0,0x0B ,0,,,
yInRobotPROGRAM_SELECT_BIT_U1_2,0,0,1,InRobot,,PROGRAM_SELECT_BIT_U1_2,InRobot,0,0,0,0,0,1,0,0,0x0C ,0,,,
yInRobotPROGRAM_SELECT_BIT_U1_3,0,0,1,InRobot,,PROGRAM_SELECT_BIT_U1_3,InRobot,0,0,0,0,0,1,0,0,0x0D ,0,,,
yInRobotPROGRAM_SELECT_BIT_U1_4,0,0,1,InRobot,,PROGRAM_SELECT_BIT_U1_4,InRobot,0,0,0,0,0,1,0,0,0x0E ,0,,,
yInRobotPROGRAM_SELECT_BIT_U1_5,0,0,1,InRobot,,PROGRAM_SELECT_BIT_U1_5,InRobot,0,0,0,0,0,1,0,0,0x0F ,0,,,
yInRobotPROGRAM_SELECT_BIT_U1_6,0,0,1,InRobot,,PROGRAM_SELECT_BIT_U1_6,InRobot,0,0,0,0,0,1,0,0,0x10 ,0,,,
