Name,Index,Offset,IoType,Unit,Item,Action,DataType,IsAorB,IsSubscription,Default,Min,Max,Timeout,AlarmCode,ExeCmd,ActuatorId,SimCmd,Options,Desc
yMotionHomeVel4th,1,0,1,Motion,,HomeVel4th,1,0,0,0,0,0,0,0,HomingVel4th,0,,,Home 4th Velocity Buffer  Write Only
yMotionHomeAcc1st,1,0,1,Motion,,HomeAcc1st,1,0,0,0,0,0,0,0,HomingAcc1st,0,,,Home 1st Acceleration Buffer  Write Only
yMotionHomeAcc2nd,1,0,1,Motion,,HomeAcc2nd,1,0,0,0,0,0,0,0,HomingAcc2nd,0,,,Home 2nd Acceleration Buffer  Write Only
xMotionHomeVelocity,1,0,0,Motion,,HomeVelocity,1,0,1,0,0,0,0,0,HomingVel,0,,,Current Home Velocity & Accel Values
xMotionHomeVel1st,1,0,0,Motion,,HomeVel1st,1,0,1,0,0,0,0,0,HomingVel1st,0,,,Current Home 1st Velocity Value
xMotionHomeVel2nd,1,0,0,Motion,,HomeVel2nd,1,0,1,0,0,0,0,0,HomingVel2nd,0,,,Current Home 2nf Velocity Value
xMotionHomeVel3rd,1,0,0,Motion,,HomeVel3rd,1,0,1,0,0,0,0,0,HomingVel3rd,0,,,Current Home 3rd Velocity Value
xMotionHomeVel4th,1,0,0,Motion,,HomeVel4th,1,0,1,0,0,0,0,0,HomingVel4th,0,,,Current Home 4th Velocity Value
xMotionHomeAcc1st,1,0,0,Motion,,HomeAcc1st,1,0,1,0,0,0,0,0,HomingAcc1st,0,,,Current Home 1st Acceleration Value
xMotionHomeAcc2nd,1,0,0,Motion,,HomeAcc2nd,1,0,1,0,0,0,0,0,HomingAcc2nd,0,,,Current Home 2nd Acceleration Value
yMotionJogVelocity,1,0,1,Motion,,JogVelocity,1,0,0,0,0,0,0,0,JogVel,0,,,Jog Velocity Set Command (Move)
yMotionJogAccel,1,0,1,Motion,,JogAccel,1,0,0,0,0,0,0,0,JogAccel,0,,,Jog Acceleration Buffer
yMotionJogDecel,1,0,1,Motion,,JogDecel,1,0,0,0,0,0,0,0,JogDecel,0,,,Jog Deceleration Buffer
xMotionJogVelocity,1,0,0,Motion,,JogVelocity,1,0,1,0,0,0,0,0,JogVelocity,0,,,Current Jog Velocity Value
xMotionJogAccel,1,0,0,Motion,,JogAccel,1,0,1,0,0,0,0,0,JogAccel,0,,,Current Jog Acceleration Value
xMotionJogDecel,1,0,0,Motion,,JogDecel,1,0,1,0,0,0,0,0,JogDecel,0,,,Current Jog Deceleration Value
xMotionTriggerTime,1,0,0,Motion,,TriggerTime,1,0,0,0,0,0,0,0,TriggerTime,0,,,Trigger 
xMotionTriggerStartPos,1,0,0,Motion,,TriggerStartPos,1,0,0,0,0,0,0,0,TriggerStartPos,0,,,Trigger 
xMotionTriggerEndPos,1,0,0,Motion,,TriggerEndPos,1,0,0,0,0,0,0,0,TriggerEndPos,0,,,Trigger 
xMotionTriggerPeriodPos,1,0,0,Motion,,TriggerPeriodPos,1,0,0,0,0,0,0,0,TriggerPeriodPos,0,,,Trigger 
yMotionTriggerTime,1,0,1,Motion,,TriggerTime,1,0,0,0,0,0,0,0,TriggerTime,0,,,Trigger 
yMotionTriggerStartPos,1,0,1,Motion,,TriggerStartPos,1,0,0,0,0,0,0,0,TriggerStartPos,0,,,Trigger 
yMotionTriggerEndPos,1,0,1,Motion,,TriggerEndPos,1,0,0,0,0,0,0,0,TriggerEndPos,0,,,Trigger 
yMotionTriggerPeriodPos,1,0,1,Motion,,TriggerPeriodPos,1,0,0,0,0,0,0,0,TriggerPeriodPos,0,,,Trigger 
yMotionTriggerSetTimeLevel,1,0,1,Motion,,TriggerSetTimeLevel,1,0,0,0,0,0,0,0,TriggerSetTimeLevel,0,,,Trigger 
yMotionTriggerSetBlock,1,0,1,Motion,,TriggerSetBlock,1,0,0,0,0,0,0,0,TriggerSetBlock,0,,,Trigger 
yMotionTriggerSetReset,1,0,1,Motion,,TriggerSetReset,1,0,0,0,0,0,0,0,TriggerSetReset,0,,,Trigger 
yMotionHomeOffset,1,0,1,Motion,,HomeOffset,1,0,0,0,0,0,0,0,HomeOffset,0,,,Home Offset
xMotionHomeOffset,1,0,0,Motion,,HomeOffset,1,0,1,0,0,0,0,0,HomeOffset,0,,,Home Offset
